Utterance,politeness,language,__index_level_0__,split
"Zacharyalejandro Common name should really apply to only official English-licensed names (for example, manga and light novels with lengthy names will be referred to by its shorthand name provided it is licensed with that name). Great Detective Pikachu is, for all intents and purposes, still just a fan name until the game is actually confirmed for an English release.",-0.33333333333333326,english,4434,train
"Should the sucrose.png be removed, and saccharose.png renamed, then? Or at least swop the names? I don't know how to do it.",1.0,english,4435,train
THey may be equal in prestige but JR still constanly says an 12-time WWE Champion. Triple H calls himself that too. Can't they just say 12 time world champion?,-0.6666666666666667,english,4436,train
"Keynesian economics is studied extensively in political economy courses, and is an integral part in understanding the economic influences of the 20th century. There's still a lot to learn from Keynes, as there is from Marx. Should articles on Marxian economics be simplified and lumped together because it isn't such a dominant theory anymore as well?",1.0,english,4437,train
"The slang term is K-Pot, not K-pod. This refers to the transition from the Steel pot, the slang term for the steel helmet. The above reflects my experience during the past 10 years.",0.0,english,4438,train
(Also via MILHIST Talk). Currently too many links in the See also section. If there was a list of article for Russian/Soviet-Japanese border issues I would replace most of them with that.,0.6666666666666665,english,4439,train
"Mr. Albury, my apologies for the nested-Russian-dolls quality of some of the notes and citations in the Joseph Conrad lead. You did a near-perfect job with it. I think I've managed to complete correcting the 2nd paragraph.",2.0,english,4440,train
"A very large snowbelt in the United States is the one in the Upper Peninsula of Michigan, near the cities of Houghton, Marquette, and Munising. These areas average 250–300 inches (635–762 cm) of snow each season. Isn't this very exaggerated?",-0.33333333333333326,english,4441,train
"More recent does not mean better picture. The new pictures suck. We're creating a quality encyclopedia here, not a fan rag tripping over its feet to be up-to-the-minute.",-1.3333333333333335,english,4442,train
"This is not even my main Wiki. As of now, my 67 edits are still a lot higher than your 0 edit in Vi Wikipedia. I've written some FA, GA and many other articles in Vi Wikipedia, probably more than you.",-1.6666666666666667,english,4443,train
"OK, I see your point here. I'm not convinced that it is worth tying yourself up in knots regarding ncRNA vs fRNA terminology. They are essentially synonymous.",0.33333333333333304,english,4444,train
"Following (Jan 9, 1998) the density of Vesta is only 3.9 ± 0.3 grams per cubic centimeter. Is this more recent/fiable than the current value of 3.3g/cm3?",0.33333333333333304,english,4445,train
"There was actually a brigade of British rocket troops at Leipzig, however their contribution to the battle was fairly small as the rockets had basically no effect at all on enemy troops. However they did well in lighting the village of Paunsdorf on fire.",0.6666666666666665,english,4446,train
"Am I confused or is the diagram mislabeled? In both the supercritical fluid and supercritical carbon dioxide articles, the diagram has a vertical axis in P(bars), and shows the critical point of CO2 at about 7 bars. The text in both places gives the critical pressure as 7.38 MPa, aka 73.8 bars.",0.6666666666666665,english,4447,train
